iso_code,name,sp_2024,old_sp_2050,new_sp_2050,observed_rate,correction_reason
chr,ᏣᎳᎩ (Cherokee),2100,951,2100,0.0,no observed rate; projected flat
chx,Chantyal,2000,906,2000,0.0,no observed rate; projected flat
chy,Cheyenne,2100,951,2100,0.0,no observed rate; projected flat
chz,Upper Southeastern Chinantec,3140,1422,3140,0.0,no observed rate; projected flat
cih,Chinali,625,125,625,0.0,no observed rate; projected flat
cim,Cimbrian,2000,906,2000,0.0,no observed rate; projected flat
cin,Cinta Larga,645,292,645,0.0,no observed rate; projected flat
ciw,Southwestern Ojibwa,5000,2265,5000,0.0,no observed rate; projected flat
cje,Chru,5500,2491,5500,0.0,no observed rate; projected flat
cji,Chamalal,9000,4077,9000,0.0,no observed rate; projected flat
cjm,Eastern Cham,100000,67506,100000,0.0,no observed rate; projected flat
cjn,Chenapian,180,82,180,0.0,no observed rate; projected flat
cjp,Cabécar,8441,3823,8441,0.0,no observed rate; projected flat
cjs,Shor,5000,1001,5000,0.0,no observed rate; projected flat
ckt,Chukchi,5500,2491,5500,0.0,no observed rate; projected flat
cku,Koasati,200,40,200,0.0,no observed rate; projected flat
clc,Tsilhqot'in (Chilcotin),948,190,948,0.0,no observed rate; projected flat
clh,Chilisso,2500,1132,2500,0.0,no observed rate; projected flat
cli,Chakali,5000,2265,5000,0.0,no observed rate; projected flat
clk,Kera'a,16000,7247,16000,0.0,no observed rate; projected flat
cll,Chala,3000,1359,3000,0.0,no observed rate; projected flat
clo,Lowland Chontal,100,20,100,0.0,no observed rate; projected flat
cmi,Southern Emberá,88799,59945,88799,0.0,no observed rate; projected flat
cmo,Central Mnong,52500,35441,52500,0.0,no observed rate; projected flat
cnc,Côông,450,90,450,0.0,no observed rate; projected flat
cng,Northern Qiang,70000,31708,70000,0.0,no observed rate; projected flat
cnh,Hakha Chin,125000,56621,125000,0.0,no observed rate; projected flat
cni,Asháninka,28000,18902,28000,0.0,no observed rate; projected flat
cnl,Lower Southeastern Chinantec,10700,7223,10700,0.0,no observed rate; projected flat
cnu,Chenoua,76300,51507,76300,0.0,no observed rate; projected flat
coa,Cocos Islands Malay,700,473,700,0.0,no observed rate; projected flat
coc,Cocopah,450,204,450,0.0,no observed rate; projected flat
cod,Cocama-Cocamilla,1000,200,1000,0.0,no observed rate; projected flat
coe,Coreguaje,2000,906,792,-0.035002,observed rate -9.50%/yr → clamped to -3.50%/yr
cof,Tsafiki,1872,848,1872,0.0,no observed rate; projected flat
cog,Chong,500,100,500,0.0,no observed rate; projected flat
com,Comanche,50,10,50,0.0,no observed rate; projected flat
con,A'ingae,1500,1013,1500,0.0,no observed rate; projected flat
coo,Éy7á7juuthem (Comox),64,13,64,0.0,no observed rate; projected flat
cos,Corsican,160000,108010,160000,0.0,no observed rate; projected flat
cot,Caquinte,275,186,275,0.0,no observed rate; projected flat
cou,Wamey,17500,11814,17500,0.0,no observed rate; projected flat
cox,Nanti,450,304,450,0.0,no observed rate; projected flat
coz,Chocho,770,349,1134,0.015014,observed rate 102.10%/yr → clamped to 1.50%/yr
cpi,Nauru Pacific Pidgin,5500,2491,5500,0.0,no observed rate; projected flat
cra,C'ara,6932,3140,6932,0.0,no observed rate; projected flat
crc,Raljago,1200,544,1200,0.0,no observed rate; projected flat
crg,Michif,1100,220,1100,0.0,no observed rate; projected flat
crh,Crimean Tatar,50000,33753,50000,0.0,no observed rate; projected flat
crl,East Cree,12000,8101,12000,0.0,no observed rate; projected flat
cro,Crow,3500,1585,3500,0.0,no observed rate; projected flat
crv,Chaura,2020,915,2020,0.0,no observed rate; projected flat
crw,Chrau,7500,5063,7500,0.0,no observed rate; projected flat
csb,Kashubian,50000,33753,50000,0.0,no observed rate; projected flat
csc,Catalan Sign Language,18000,12151,18000,0.0,no observed rate; projected flat
cse,Czech Sign Language,12000,8101,12000,0.0,no observed rate; projected flat
csg,Chilean Sign Language,21000,14176,21000,0.0,no observed rate; projected flat
csn,Colombian Sign Language,55000,37128,55000,0.0,no observed rate; projected flat
cso,Western Chinantec,3590,1626,3590,0.0,no observed rate; projected flat
ctd,Tiddim Chin,100000,67506,100000,0.0,no observed rate; projected flat
cte,Middle Southeastern Chinantec,77087,52038,77087,0.0,no observed rate; projected flat
ctl,Northwestern Chinantec,1720,779,1720,0.0,no observed rate; projected flat
ctn,Chhintange,3500,1585,3500,0.0,no observed rate; projected flat
cto,Emberá-Catío,88747,59909,88747,0.0,no observed rate; projected flat
ctp,Western Highland Chatino,12000,8101,12000,0.0,no observed rate; projected flat
ctz,Eastern Chatino,1000,453,1000,0.0,no observed rate; projected flat
cub,Kubeo,7900,3578,7900,0.0,no observed rate; projected flat
cuc,Upper West-Central Chinantec,7410,3356,7410,0.0,no observed rate; projected flat
cui,Cuiva,5500,2491,5500,0.0,no observed rate; projected flat
cuj,Mashco Piro,400,181,400,0.0,no observed rate; projected flat
cul,Culina,2854,1293,2854,0.0,no observed rate; projected flat
cur,Chhulung,1314,595,1314,0.0,no observed rate; projected flat
cvn,Lower Central Chinantec,1500,679,1500,0.0,no observed rate; projected flat
cwa,Kabwa,8500,3850,8500,0.0,no observed rate; projected flat
cwg,Chewong,400,80,400,0.0,no observed rate; projected flat
cwt,Kuwaataay,6210,2813,6210,0.0,no observed rate; projected flat
cym,Welsh,562016,379394,562016,0.0,no observed rate; projected flat
czn,Zenzontepec Chatino,8000,3624,8000,0.0,no observed rate; projected flat
daa,Dangaleat,45000,30378,45000,0.0,no observed rate; projected flat
dal,Dahalo,200,91,200,0.0,no observed rate; projected flat
das,Daho-Doo,4000,1812,4000,0.0,no observed rate; projected flat
daz,Dao,250,113,250,0.0,no observed rate; projected flat
dba,Bangime,2100,951,2100,0.0,no observed rate; projected flat
dbe,Dabe,440,199,440,0.0,no observed rate; projected flat
dbg,Dogul Dom,15700,10598,15700,0.0,no observed rate; projected flat
dbi,Doka,11400,7696,11400,0.0,no observed rate; projected flat
dbo,Dulbu,80,16,80,0.0,no observed rate; projected flat
dbq,Daba,25000,16876,25000,0.0,no observed rate; projected flat
dbt,Ben Tey,3000,1359,3000,0.0,no observed rate; projected flat
dbu,Bondu So,24700,16674,24700,0.0,no observed rate; projected flat
dbv,Dungu,1100,498,1100,0.0,no observed rate; projected flat
dbw,Bankan Tey,1320,598,1320,0.0,no observed rate; projected flat
dby,Dibiyaso,1950,883,1950,0.0,no observed rate; projected flat
ddj,Jaru,217,98,217,0.0,no observed rate; projected flat
ddo,Tsez,7500,3397,7500,0.0,no observed rate; projected flat
dee,Dewoin,8100,3669,8100,0.0,no observed rate; projected flat
dei,Demisa,450,204,450,0.0,no observed rate; projected flat
dem,Dem,1000,453,1000,0.0,no observed rate; projected flat
der,Deori,28000,12683,28000,0.0,no observed rate; projected flat
des,Desano,450,204,450,0.0,no observed rate; projected flat
dgb,Bunoge,1000,453,1000,0.0,no observed rate; projected flat
dgc,Casiguran Dumagat Agta,600,272,600,0.0,no observed rate; projected flat
dgg,Doga,120,54,120,0.0,no observed rate; projected flat
dgr,Dogrib,2470,1119,2470,0.0,no observed rate; projected flat
dhg,Dhangu-Djangu,175,79,175,0.0,no observed rate; projected flat
dhi,Dhimal,20000,9059,20000,0.0,no observed rate; projected flat
dhm,Himba,32500,21939,32500,0.0,no observed rate; projected flat
dhs,Dhaiso,5000,2265,5000,0.0,no observed rate; projected flat
dhw,Dhanwar,23721,10745,23721,0.0,no observed rate; projected flat
dia,Alu,1880,852,1880,0.0,no observed rate; projected flat
dih,Kumeyaay,45,20,18,-0.032317,observed rate -86.36%/yr → clamped to -3.50%/yr
dii,Dimbong,75,34,75,0.0,no observed rate; projected flat
dil,Dilling,5300,2401,5300,0.0,no observed rate; projected flat
dim,Dimé,5000,2265,5000,0.0,no observed rate; projected flat
diq,Dimli,1000000,1949088,1000000,0.0,no observed rate; projected flat
dis,Dimasa,112000,75607,112000,0.0,no observed rate; projected flat
dix,Aveteian,50,10,50,0.0,no observed rate; projected flat
diy,Diuwe,100,45,100,0.0,no observed rate; projected flat
djb,Djinba,75,15,75,0.0,no observed rate; projected flat
djd,Jaminjung,100,20,100,0.0,no observed rate; projected flat
dji,Djinang,200,91,200,0.0,no observed rate; projected flat
djj,Ndjebbana,241,109,241,0.0,no observed rate; projected flat
djn,Jawoyn,50,10,50,0.0,no observed rate; projected flat
dju,Kapriman,1339,904,1339,0.0,no observed rate; projected flat
dka,Dakpa,31000,20927,31000,0.0,no observed rate; projected flat
dkk,Dakka,1500,679,1500,0.0,no observed rate; projected flat
dlc,Dalecarlian,13000,5889,13000,0.0,no observed rate; projected flat
dlg,Dolgan,5500,2491,5500,0.0,no observed rate; projected flat
dlk,Dahālík,2500,1132,2500,0.0,no observed rate; projected flat
dmb,Mombo,19000,12826,19000,0.0,no observed rate; projected flat
dmk,Domaaki,350,70,350,0.0,no observed rate; projected flat
dml,Dameli,5000,3375,5000,0.0,no observed rate; projected flat
dmm,Dama,50,10,50,0.0,no observed rate; projected flat
dms,Dampelas,9500,4303,9500,0.0,no observed rate; projected flat
dmu,Dubu,130,59,130,0.0,no observed rate; projected flat
dmv,Dumpas,550,249,550,0.0,no observed rate; projected flat
dmw,Mudburra,50,10,50,0.0,no observed rate; projected flat
dnd,Daonda,135,61,135,0.0,no observed rate; projected flat
dng,Dungan,100000,67506,100000,0.0,no observed rate; projected flat
dnu,Danau,5500,2491,5500,0.0,no observed rate; projected flat
dny,Dení,1200,544,1200,0.0,no observed rate; projected flat
doe,Doe,24000,16201,24000,0.0,no observed rate; projected flat
doh,Dong,5000,2265,5000,0.0,no observed rate; projected flat
dok,Dondo,13000,5889,13000,0.0,no observed rate; projected flat
dot,Dass,8830,4000,8830,0.0,no observed rate; projected flat
dov,Dombe,5430,2460,5430,0.0,no observed rate; projected flat
dox,Bussa,1500,679,1500,0.0,no observed rate; projected flat
doy,Dompo,65,13,65,0.0,no observed rate; projected flat
drb,Dair,1000,453,1000,0.0,no observed rate; projected flat
drc,Minderico,150,30,150,0.0,no observed rate; projected flat
drd,Darma,1300,589,1300,0.0,no observed rate; projected flat
dre,Dolpo,5000,2265,5000,0.0,no observed rate; projected flat
dry,Darai,3060,1386,3060,0.0,no observed rate; projected flat
dsb,Lower Sorbian,7240,3279,7240,0.0,no observed rate; projected flat
dse,Dutch Sign Language,20000,13501,20000,0.0,no observed rate; projected flat
dsh,Daasanach,32064,21645,32064,0.0,no observed rate; projected flat
dsl,Danish Sign Language,5000,2265,5000,0.0,no observed rate; projected flat
dta,Dagur,50000,22648,50000,0.0,no observed rate; projected flat
dtu,Tebul Ure,3500,2363,3500,0.0,no observed rate; projected flat
duo,Dupaninan Agta,1400,634,1400,0.0,no observed rate; projected flat
dup,Duano',5500,2491,5500,0.0,no observed rate; projected flat
duu,Drung,7000,4725,7000,0.0,no observed rate; projected flat
dym,Yanda Dom,2000,906,2000,0.0,no observed rate; projected flat
dyo,Jola-Fonyi,413490,279130,413490,0.0,no observed rate; projected flat
dza,Tunzu,2500,1132,2500,0.0,no observed rate; projected flat
dzn,Dzando,6000,2718,6000,0.0,no observed rate; projected flat
ebg,Ebughu,5000,2265,5000,0.0,no observed rate; projected flat
ecs,Ecuadorian Sign Language,231000,155939,231000,0.0,no observed rate; projected flat
ega,Ega,500,100,500,0.0,no observed rate; projected flat
eit,Eitiep,394,178,394,0.0,no observed rate; projected flat
eja,Ejamat,37500,25315,37500,0.0,no observed rate; projected flat
eke,Ekit,200000,135012,200000,0.0,no observed rate; projected flat
ele,Elepi,149,67,149,0.0,no observed rate; projected flat
elh,El Hugeirat,50,10,50,0.0,no observed rate; projected flat
eli,Nding,3513,1591,3513,0.0,no observed rate; projected flat
elk,Elkei,1640,743,1640,0.0,no observed rate; projected flat
elu,Elu,220,100,220,0.0,no observed rate; projected flat
eme,Emerillon,400,181,400,0.0,no observed rate; projected flat
emg,Eastern Meohang,904,181,904,0.0,no observed rate; projected flat
emi,Mussau-Emira,3651,1654,3651,0.0,no observed rate; projected flat
emn,Eman,800,362,800,0.0,no observed rate; projected flat
emp,Northern Emberá,60200,40639,60200,0.0,no observed rate; projected flat
ems,Alutiiq,200,40,200,0.0,no observed rate; projected flat
emw,Emplawas,250,113,250,0.0,no observed rate; projected flat
enc,En,200,91,200,0.0,no observed rate; projected flat
enl,Enlhet Norte,7500,3397,7500,0.0,no observed rate; projected flat
eno,Enggano,1000,453,1000,0.0,no observed rate; projected flat
enr,Emumu,1100,498,1100,0.0,no observed rate; projected flat
enw,Enwan,15000,10126,15000,0.0,no observed rate; projected flat
enx,Enxet Sur,3627,1643,3627,0.0,no observed rate; projected flat
eot,Beti,200,91,200,0.0,no observed rate; projected flat
erh,Erohwa,850,170,850,0.0,no observed rate; projected flat
ero,Horpa,45000,30378,45000,0.0,no observed rate; projected flat
ers,Ersu,13000,5889,13000,0.0,no observed rate; projected flat
erw,Erokwanas,250,113,250,0.0,no observed rate; projected flat
ese,Ese'jja,1680,1134,1680,0.0,no observed rate; projected flat
eso,Estonian Sign Language,4500,2038,4500,0.0,no observed rate; projected flat
ess,Central Siberian Yupik,1700,770,1700,0.0,no observed rate; projected flat
esu,Central Alaskan Yup'ik,10400,4711,10400,0.0,no observed rate; projected flat
etb,Etebi,15000,10126,15000,0.0,no observed rate; projected flat
etn,Eton,500,226,500,0.0,no observed rate; projected flat
eve,Even,7000,1401,7000,0.0,no observed rate; projected flat
evn,Evenki,10000,4530,10000,0.0,no observed rate; projected flat
faa,Fasu,1200,544,1200,0.0,no observed rate; projected flat
faf,Fagani,900,408,900,0.0,no observed rate; projected flat
fai,Faiwol,4500,2038,4500,0.0,no observed rate; projected flat
fak,Fang,5000,2265,5000,0.0,no observed rate; projected flat
fam,Fam,250,113,250,0.0,no observed rate; projected flat
fap,Paloor,7500,3397,7500,0.0,no observed rate; projected flat
fau,Fayu,400,181,400,0.0,no observed rate; projected flat
fcs,Quebec Sign Language,1048,475,1048,0.0,no observed rate; projected flat
fir,Firan,3000,2025,3000,0.0,no observed rate; projected flat
fit,Meänkieli,20000,9059,20000,0.0,no observed rate; projected flat
fkv,Kven Finnish,5750,1151,5750,0.0,no observed rate; projected flat
flh,Foau,230,104,230,0.0,no observed rate; projected flat
fni,Kulaale,1100,498,1100,0.0,no observed rate; projected flat
fqs,Fas,5000,2265,5000,0.0,no observed rate; projected flat
frp,Francoprovençal,130000,58886,130000,0.0,no observed rate; projected flat
frr,Northern Frisian,8000,3624,8000,0.0,no observed rate; projected flat
frt,Kiai,450,204,450,0.0,no observed rate; projected flat
fry,West Frisian,350000,236271,350000,0.0,no observed rate; projected flat
fse,Finnish Sign Language,5000,2265,5000,0.0,no observed rate; projected flat
fss,Finnish-Swedish Sign Language,150,68,150,0.0,no observed rate; projected flat
fuj,Ko,2680,1214,2680,0.0,no observed rate; projected flat
fun,Yaté,1000,453,1000,0.0,no observed rate; projected flat
fur,Friulian,600412,271966,884232,0.015,observed rate 41.27%/yr → clamped to 1.50%/yr
gae,Guarequena,180,82,180,0.0,no observed rate; projected flat
gag,Gagauz,200000,135012,200000,0.0,no observed rate; projected flat
gah,Alekano,25000,16876,25000,0.0,no observed rate; projected flat
gai,Borei,1202,544,1202,0.0,no observed rate; projected flat
gal,Galoli,13000,8776,13000,0.0,no observed rate; projected flat
gaq,Gta',3000,1359,3000,0.0,no observed rate; projected flat
gau,Mudhili Gadaba,8000,3624,8000,0.0,no observed rate; projected flat
gbb,Kaytetye,200,91,200,0.0,no observed rate; projected flat
gbe,Niksek,300,136,300,0.0,no observed rate; projected flat
gbf,Gaikundi,650,294,650,0.0,no observed rate; projected flat
gbg,Gbanziri,17500,11814,17500,0.0,no observed rate; projected flat
gbj,Gutob,8000,3624,8000,0.0,no observed rate; projected flat
gbk,Gaddi,120000,81007,120000,0.0,no observed rate; projected flat
gbm,Garhwali,2920000,6108058,2920000,0.0,no observed rate; projected flat
gbn,Mo'da,600,272,600,0.0,no observed rate; projected flat
gbz,Zoroastrian Dari,5500,2491,5500,0.0,no observed rate; projected flat
gdb,Pottangi Ollar Gadaba,15000,10126,15000,0.0,no observed rate; projected flat
gdi,Gundi,9000,4077,9000,0.0,no observed rate; projected flat
gdk,Gadang,2500,1132,2500,0.0,no observed rate; projected flat
gdm,Laal,250,113,250,0.0,no observed rate; projected flat
gdo,Ghodoberi,3250,1472,3250,0.0,no observed rate; projected flat
gdq,Mehri,100000,67506,100000,0.0,no observed rate; projected flat
gea,Geruma,4700,2129,4700,0.0,no observed rate; projected flat
geb,Kire,1900,861,1900,0.0,no observed rate; projected flat
gei,Gebe,2000,906,2000,0.0,no observed rate; projected flat
geq,Geme,550,249,550,0.0,no observed rate; projected flat
gex,Garre,57500,38816,57500,0.0,no observed rate; projected flat
gga,Gao,900,408,900,0.0,no observed rate; projected flat
ggb,Gbii,5600,2537,5600,0.0,no observed rate; projected flat
ggn,Eastern Gurung,325000,147214,325000,0.0,no observed rate; projected flat
gha,Ghadamès,4000,1812,4000,0.0,no observed rate; projected flat
ghe,Southern Ghale,1649,1113,1649,0.0,no observed rate; projected flat
ghl,Uncunwee,8000,3624,8000,0.0,no observed rate; projected flat
gho,Ghomara,10000,4530,10000,0.0,no observed rate; projected flat
gin,Hinukh,600,272,600,0.0,no observed rate; projected flat
giq,Green Gelao,3000,600,3000,0.0,no observed rate; projected flat
gir,Red Gelao,3000,600,3000,0.0,no observed rate; projected flat
git,Gitsenimx̱,444,89,444,0.0,no observed rate; projected flat
giw,White Gelao,3000,600,3000,0.0,no observed rate; projected flat
gji,Geji,1000,453,1000,0.0,no observed rate; projected flat
gka,Guya,130,59,130,0.0,no observed rate; projected flat
gla,Scottish Gaelic,25000,11324,25000,0.0,no observed rate; projected flat
glc,Bon Gula,1500,679,1500,0.0,no observed rate; projected flat
gld,Nanai,180,36,180,0.0,no observed rate; projected flat
gle,Irish,30000,13589,30000,0.0,no observed rate; projected flat
gmd,Mághdì,2000,906,2000,0.0,no observed rate; projected flat
